year	neigh	inc1	inc2	inc3	inc4	inc5	inc6	inc7	inc8	inc9	inc10	inc11	inc12	inc13	inc14	inc15	inc16	inc17	inc18	inc19	inc20	inc21	inc22	inc23	inc24	inc25	inc26	inc27	inc28	inc29	inc30	inc31	inc32	inc33	inc34	inc35	inc36	inc37	inc38	inc39	inc40	inc41	inc42	inc43	inc44	inc45	inc46	inc47	inc48	inc49	inc50	inc51	inc52	inc53	inc54	inc55	inc56	inc57	inc58	inc59	inc60	inc61	inc62	inc63	inc64	inc65	inc66	inc67	inc68	inc69	inc70	inc71	inc72	inc73	inc74	inc75	inc76	inc77	inc78	inc79	inc80	inc81	inc82	inc83	inc84	inc85	inc86	inc87	inc88	inc89	inc90	inc91	inc92	inc93	inc94	inc95	inc96	inc97	inc98	inc99	inc100
2030	32	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999
2030	33	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999
2030	34	1.446302	6.903867	8.257744	8.631942	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999
2070	2	0.00411625	0.00963072	0.01540919	0.03524468	0.04761115	0.0628184	0.06873979	0.0784284	0.09235659	0.1158393	0.12706955	0.14877172	0.15964777	0.17018328	0.1906418	0.20978816	0.24328557	0.26229092	0.29568003	0.318906	0.32400667	0.32619232	0.32797402	0.32978592	0.33	0.33	0.33	0.33	0.33	0.3372019	0.35600208	0.36238784	0.36692395	0.37161084	0.37451295	0.37914976	0.38216819	0.38331696	0.38361709	0.3839614	0.38652409	0.388956	0.39305516	0.396701	0.3998053	0.40211272	0.40710623	0.43146528	0.46872266	0.486838	0.49573672	0.50347928	0.50656581	0.50924572	0.52317455	0.52742116	0.52984912	0.532278	0.53656282	0.5391806	0.54181651	0.5574653	0.58296633	0.6250674	0.68911495	0.74167974	0.90480715	0.98762312	1.08375182	1.1256245	1.13445784	1.13998872	1.14287369	1.14654552	1.14939375	1.14997928	1.25908574	1.31038212	1.68610268	1.8541428	1.96623377	2.1093048	2.1588642	2.21503968	2.29866315	2.33986592	2.39665682	2.43195676	2.49810217	2.5942359	2.61490589	2.69928116	2.77888624	2.83233066	2.92913485	3.23094492	3.73416038	4.12519554	6.62609186	13.894414
2070	4	0.00023271	0.00610656	0.011582	0.01748032	0.0246237	0.03807266	0.04327669	0.05794496	0.07842373	0.1053718	0.12380123	0.14777296	0.18306144	0.2336261	0.2523126	0.2872914	0.41065924	0.44380962	0.49166771	0.5195424	0.56187161	0.62923872	0.66907446	0.71026332	0.78050175	0.82084042	0.87474758	0.92045416	0.96565877	0.997455	1.08610676	1.11446832	1.17000167	1.2208535	1.27589715	1.3079818	1.39623646	1.42001062	1.43427855	1.4430268	1.47670827	1.50153364	1.514472	1.52857728	1.5355602	1.54864096	1.59325013	1.6572894	1.73047902	1.810569	1.85019057	1.926859	2.05270279	2.13733606	2.3220294	2.38079812	2.49107105	2.57037908	2.60908141	2.6712286	2.71937542	2.76153506	2.81465415	2.84609848	2.92679855	2.98373848	3.11220265	3.1336354	3.16246631	3.2026979	3.25046125	3.2680796	3.28650516	3.30470674	3.3161325	3.3484496	3.38297284	3.40966548	3.43997913	3.459773	3.46722674	3.63281626	3.84299094	4.1172894	4.2931349	4.32380666	4.41434867	4.62255448	6.47066249	12.9488201	19.70379335	21.6887502	27.80366951	32.91900472	36.7276747	40.01479508	41.5443745	48.00479338	51.82796843	54.577778
2070	6	0.00076163	0.00259322	0.00676138	0.01178456	0.0229963	0.04095936	0.06863474	0.09093272	0.11561371	0.1500323	0.17817002	0.21726416	0.25384556	0.3047508	0.34526345	0.38400952	0.41582841	0.44678224	0.49905926	0.5445422	0.57970558	0.61688886	0.68521868	0.709751	0.7429195	0.7787775	0.79177095	0.8111296	0.85901571	0.8980289	0.95525269	1.0154048	1.07680367	1.13924516	1.21357255	1.29596456	1.39027184	1.4568197	1.53387461	1.5983698	1.64815232	1.69980678	1.78733276	1.8398666	1.8923273	1.9161318	1.9735587	2.01328152	2.05766232	2.0782915	2.1161038	2.14278344	2.16319079	2.17811552	2.22835285	2.28244488	2.34005522	2.45415644	2.53474337	2.5966956	2.65490687	2.69760756	2.75631728	2.8046814	2.8702137	2.9202473	2.96158166	2.98215012	2.99949187	3.0326142	3.06535906	3.12177152	3.15086108	3.20609518	3.26666075	3.32998528	3.38732599	3.43886734	3.45983608	3.4850276	3.53218114	3.6614291	3.74178983	3.78336772	3.83428705	3.85451654	3.90557632	4.01510528	4.12672142	4.3316113	4.5017161	4.73616592	4.98854561	5.2856938	5.6143646	6.51870784	8.40330715	13.45963126	21.64401964	42.083317
2070	7	0.01435513	0.0293708	0.04630753	0.14072024	0.18127455	0.19181454	0.22162072	0.25359364	0.3056977	0.3556119	0.39342539	0.46454464	0.54593534	0.570356	0.62518115	0.69001968	0.73074979	0.8806816	0.90953142	0.94991	1.11869196	1.15882652	1.17029483	1.18680308	1.2462555	1.27031164	1.32016591	1.51993784	1.60968662	1.7376728	1.89339084	2.0711656	2.17337164	2.23189548	2.23922785	2.24727396	2.25721286	2.42753938	2.66418313	2.7583278	2.83322325	3.09268046	3.1697209	3.26331676	3.41304435	3.4441495	3.52937188	3.63481548	3.68293571	3.707479	3.73469158	3.81155276	3.92055678	3.95356662	3.9663801	3.99598124	4.0017338	4.00781706	4.02661537	4.0285052	4.03637694	4.0439368	4.04967617	4.07645332	4.07805955	4.08082194	4.10989608	4.1185458	4.12080888	4.1237599	4.13124697	4.13292684	4.13568275	4.13698588	4.13937425	4.14461904	4.15491509	4.16291744	4.16447774	4.166155	4.16732053	4.18058738	4.1836612	4.19027376	4.3148939	4.44584228	4.85083848	5.83388284	7.45742649	11.8370278	15.4826746	16.68617544	16.87481906	18.39867646	18.79354845	21.35021756	22.43805411	22.9475811	33.56559534	47.790001
2070	8	0.00286336	0.01178536	0.02546356	0.050693	0.0891972	0.12640456	0.17097488	0.22704364	0.29062768	0.347532	0.44638796	0.54008532	0.6172584	0.72816932	0.8287492	0.93353228	1.04150052	1.15313384	1.25409836	1.4054718	1.49217032	1.56302816	1.64996152	1.75154356	1.855805	1.95675532	2.05956664	2.16618608	2.22566228	2.294366	2.3497356	2.39114828	2.45908552	2.52651364	2.6268552	2.70497892	2.75488476	2.80657156	2.87058352	2.9135616	2.93792656	2.95734548	2.977284	2.99795076	3.0317354	3.04948832	3.0867472	3.13165304	3.1748776	3.208844	3.26239408	3.29367372	3.32593704	3.3599112	3.382003	3.40566084	3.4202366	3.45317404	3.4691624	3.4812042	3.49241744	3.50712032	3.52054108	3.54062028	3.5852668	3.6431874	3.68833732	3.71306932	3.7486194	3.7865296	3.81137044	3.84474112	3.86006068	3.8823462	3.896542	3.90569996	3.93043116	3.9578914	4.0411012	4.1299882	4.20548384	4.2470276	4.26545648	4.2885306	4.4285168	4.4984342	4.54177548	4.5859096	4.61467748	4.7314264	4.8630402	4.91121972	4.95722412	5.0387784	5.090606	5.2227738	5.2826414	5.34210132	10.09298868	53.752815
2070	14	0.00175015	0.0096171	0.0206893	0.035602	0.0567985	0.0670549	0.1075273	0.1467912	0.1874133	0.2245655	0.2374241	0.2696112	0.30317385	0.3369466	0.39489425	0.4389132	0.4709102	0.5203878	0.6034426	0.656657	0.73097965	0.7646083	0.7928123	0.8608158	0.94843175	1.0017646	1.0632066	1.162547	1.20809085	1.254524	1.31124715	1.3444058	1.3866156	1.4457868	1.53221525	1.6164744	1.6641555	1.7130158	1.7499218	1.793138	1.828998	1.8768834	1.89197765	1.9038198	1.9272095	1.9445564	1.9660578	1.9747354	1.9979124	2.008645	2.01603265	2.0218496	2.02713825	2.0389161	2.04774425	2.058232	2.0639169	2.0896003	2.11180755	2.167681	2.1848182	2.2262914	2.241123	2.2921884	2.326406	2.3669646	2.37747375	2.4006244	2.42762625	2.4337275	2.4396125	2.449936	2.49822485	2.5721195	2.67431375	2.751116	2.86336225	2.9227601	3.01603085	3.043005	3.10385255	3.1648158	3.2468967	3.287513	3.32355125	3.3313735	3.41067235	3.5351632	3.60464835	3.68413	3.7179709	3.798789	3.87747345	3.9636504	4.0361685	4.1750118	7.42130625	34.9320672	45.9043643	51.784031
2070	16	0.00194832	0.00367284	0.01286138	0.02353852	0.0491811	0.06450536	0.08088706	0.09488196	0.09959076	0.112849	0.13110466	0.19240172	0.24029716	0.25834408	0.2894129	0.31207356	0.33032094	0.3434576	0.35432856	0.3728556	0.38490716	0.394584	0.40109966	0.40798752	0.4178365	0.41997188	0.4274943	0.43276836	0.43792172	0.4407032	0.44688766	0.45167404	0.45961784	0.4643118	0.4669547	0.4702258	0.47294024	0.47681548	0.48370576	0.487118	0.4932409	0.49795084	0.50111284	0.50655424	0.5079345	0.51100032	0.51667492	0.52219272	0.5296443	0.533322	0.54162644	0.54917688	0.55656064	0.56124332	0.5634104	0.56651468	0.5685158	0.57036684	0.5718502	0.5747904	0.57880732	0.582656	0.58734848	0.59105288	0.5938262	0.59481272	0.59720452	0.59906216	0.6030113	0.6050732	0.60766626	0.60937192	0.61108838	0.61277372	0.6140945	0.61777432	0.61984242	0.62095416	0.62192432	0.624267	0.62703362	0.62839528	0.62981868	0.63064692	0.6334237	0.63795436	0.64123976	0.64604068	0.6492816	0.6518782	0.65545672	0.6594878	0.66092234	0.66320592	0.6670541	0.66821224	0.66937302	0.67076964	0.68042272	1.030501
2070	17	0.00109112	0.00363528	0.00879648	0.01319868	0.0200144	0.03285496	0.04119268	0.0513246	0.06419824	0.0846818	0.11176588	0.12568224	0.15716976	0.18416068	0.2206358	0.24835132	0.29135612	0.321524	0.35829428	0.3856664	0.4162654	0.46207296	0.49907824	0.56384332	0.606285	0.63846272	0.6966496	0.72905764	0.75343316	0.7773584	0.79096296	0.81056676	0.85180504	0.87770968	0.902693	0.92006472	0.939163	0.95221128	0.96085304	0.9684076	0.97439268	0.982031	0.98909264	0.994236	0.9989786	1.00197752	1.00631928	1.00857032	1.01180356	1.015321	1.01824152	1.02142092	1.02471844	1.02905132	1.0343616	1.04014648	1.0452314	1.05194376	1.05681936	1.063669	1.07004292	1.09417092	1.11050788	1.12879352	1.1386264	1.16178752	1.17751956	1.20229928	1.24385488	1.276851	1.30909916	1.34102212	1.3721414	1.47027992	1.519585	1.59001984	1.6405656	1.67018936	1.6879466	1.7702552	1.894614	1.94996624	2.03068692	2.10792844	2.1733644	2.21641188	2.33020868	2.42835424	2.55387224	2.686004	2.74751428	2.79298868	2.85319904	2.88869036	2.9535856	3.087396	3.24189752	4.67244672	22.60324272	51.792702
2070	24	0.000622	0.000705	0.002746	0.003833	0.024768	0.054976	0.081043	0.199511	0.205745	0.300805	0.308731	0.359066	0.467463	0.502773	0.515776	0.93832	0.952598	1.048842	1.187086	1.52	1.526019	1.632636	2.043115	2.249762	2.254694	2.656038	2.661934	6.917172	12.501309	25.352465	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999
2070	26	0.70213598	0.91055172	0.945741	1.1360048	1.4560327	1.54782336	1.5936621	1.67343852	1.74417498	1.782393	1.82605858	1.99385068	2.01045714	2.06170876	2.1269265	2.16642436	2.181565	2.18814984	2.20049808	2.2095862	2.21060156	2.21525248	2.21982426	2.22074404	2.2333255	2.24508884	2.25815758	2.2597884	2.26161744	2.263259	2.26458572	2.26573696	2.2665943	2.26751652	2.2692799	2.26975836	2.27112364	2.2720406	2.27418342	2.2756428	2.27621346	2.27682912	2.27739928	2.27830928	2.2798435	2.28103596	2.28199646	2.28267656	2.2843616	2.28636	2.28794416	2.28880364	2.28904858	2.29059208	2.2911602	2.2925542	2.293865	2.29468164	2.29503618	2.2956098	2.29656716	2.29797432	2.29824764	2.29910972	2.2994813	2.30126748	2.3030144	2.30408752	2.30526576	2.3058122	2.3065984	2.3070912	2.30758652	2.30887664	2.309738	2.3106024	2.31209552	2.31297168	2.31368462	2.3143498	2.3166793	2.31873636	2.32093462	2.32214964	2.324822	2.3259896	2.32657948	2.3274978	2.33203824	2.3332148	2.33383212	2.33923296	2.3412599	2.34395504	2.3467676	2.36600436	2.40049634	2.49166664	13.79771554	14.79816
2070	27	1.369789	1.449196	2.10729	2.131783	2.221688	2.248538	2.27404	2.280064	2.281837	2.285499	2.290763	2.293987	2.29512	2.298021	2.300028	2.300962	2.301017	2.303713	2.304124	2.306847	2.309094	2.310443	2.313823	2.31644	2.31646	2.316564	2.31668	2.317437	2.321436	2.324867	2.326347	2.32635	2.327599	2.330449	2.33131	2.333562	2.334053	2.334055	2.335424	2.336755	2.339111	2.340791	2.340864	2.34108	2.345716	2.345932	2.345936	2.346095	2.346581	2.356385	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999
2070	29	0.19316719	0.23867238	0.57968403	0.76326352	1.32620865	1.60933744	1.99491224	2.07709332	2.27605577	2.6280974	2.69095754	2.93729908	3.09647212	3.17171104	3.18678095	3.24369788	3.27750933	3.31108948	3.3273626	3.33279	3.36147982	3.36776476	3.37796921	3.42355668	3.4381705	3.47154458	3.58966441	3.67753956	3.70084074	3.7849528	3.80156937	3.82500824	3.85094888	3.89283508	3.94069555	3.94846244	3.96479133	3.97161614	3.99304367	4.0136188	4.04152508	4.05732062	4.07972833	4.12620668	4.16287625	4.1933209	4.2147407	4.2311662	4.25364102	4.268726	4.27765231	4.2882204	4.30273845	4.30918064	4.3175588	4.3292336	4.34222377	4.3494871	4.37053431	4.3808902	4.39683778	4.40597296	4.41078878	4.41243196	4.42175765	4.43198414	4.44087266	4.44910508	4.46221286	4.4773762	4.51991024	4.53979016	4.57765643	4.60314766	4.671636	4.74320744	4.78770671	4.81404916	4.90731758	5.0545628	5.06905161	5.07952578	5.09266446	5.1028732	5.17817665	7.2569089	9.96861878	13.27633072	15.38285138	18.0601162	21.38996432	22.29335056	22.95608479	24.30925868	30.2886678	37.22482704	40.64621026	51.2404742	54.03614939	61.421154
2070	30	0.001485	0.002677	0.002681	0.005894	0.012047	0.013447	0.014162	0.018359	0.029074	0.036014	0.043989	0.05269	0.063421	0.077542	0.079913	0.107788	0.114722	0.117697	0.134032	0.152271	0.182875	0.222034	0.251502	0.264328	0.267054	0.275602	0.28299	0.308774	0.3107	0.324532	0.336089	0.344989	0.353847	0.377387	0.381266	0.387922	0.408608	0.410273	0.4201	0.423759	0.433945	0.480754	0.516293	0.522568	0.526687	0.528372	0.538976	0.552576	0.579241	0.582963	0.597668	0.605582	0.634142	0.642724	0.650842	0.654035	0.660549	0.669097	0.682493	0.683877	0.693611	0.709804	0.714123	0.73549	0.751631	0.77639	0.779298	0.801485	1.264079	18.55674	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999
2070	31	0.19316719	0.23867238	0.57968403	0.76326352	1.32620865	1.60933744	1.99491224	2.07709332	2.27605577	2.6280974	2.69095754	2.93729908	3.09647212	3.17171104	3.18678095	3.24369788	3.27750933	3.31108948	3.3273626	3.33279	3.36147982	3.36776476	3.37796921	3.42355668	3.4381705	3.47154458	3.58966441	3.67753956	3.70084074	3.7849528	3.80156937	3.82500824	3.85094888	3.89283508	3.94069555	3.94846244	3.96479133	3.97161614	3.99304367	4.0136188	4.04152508	4.05732062	4.07972833	4.12620668	4.16287625	4.1933209	4.2147407	4.2311662	4.25364102	4.268726	4.27765231	4.2882204	4.30273845	4.30918064	4.3175588	4.3292336	4.34222377	4.3494871	4.37053431	4.3808902	4.39683778	4.40597296	4.41078878	4.41243196	4.42175765	4.43198414	4.44087266	4.44910508	4.46221286	4.4773762	4.51991024	4.53979016	4.57765643	4.60314766	4.671636	4.74320744	4.78770671	4.81404916	4.90731758	5.0545628	5.06905161	5.07952578	5.09266446	5.1028732	5.17817665	7.2569089	9.96861878	13.27633072	15.38285138	18.0601162	21.38996432	22.29335056	22.95608479	24.30925868	30.2886678	37.22482704	40.64621026	51.2404742	54.03614939	61.421154
2070	32	0.02999132	0.09220612	0.16416962	0.25019556	0.3193513	0.42025836	0.48248222	0.51761044	0.55360122	0.5756022	0.58430362	0.58918064	0.59427172	0.59899968	0.6013459	0.60736344	0.6156718	0.62107452	0.6256973	0.6306222	0.63541706	0.6388604	0.64306938	0.64629388	0.6502335	0.65428292	0.65706854	0.6600142	0.6617188	0.6643784	0.6673243	0.67040996	0.67313998	0.67505472	0.6769372	0.68020936	0.68251144	0.68515552	0.6878936	0.6891636	0.69055534	0.69391732	0.69696206	0.69998824	0.7022694	0.7072888	0.71146526	0.71654496	0.72194598	0.728771	0.73446066	0.73887632	0.74706466	0.75235592	0.7585392	0.76525896	0.77255348	0.77931304	0.78488838	0.7902396	0.79570944	0.79971824	0.80371524	0.80809704	0.8112005	0.81468068	0.8190809	0.82293656	0.82743558	0.8319106	0.83630346	0.84237696	0.84891838	0.85656016	0.8694935	0.8749332	0.87983004	0.8847704	0.89012016	0.8945784	0.89990446	0.90684032	0.91141174	0.91767704	0.9224023	0.92838508	0.93321254	0.93750568	0.94269	0.9502862	0.95604292	0.9618228	0.97158308	0.99023248	1.0119984	1.0319502	1.07500354	1.14034652	1.20573184	23.033813
2070	33	0.001474	0.011056	0.020254	0.057251	0.089571	0.095124	0.099305	0.112782	0.176771	0.234893	0.246677	0.27435	0.301261	0.305125	0.313749	0.361454	0.37471	0.381546	0.395799	0.460507	0.479612	0.49619	0.500011	0.507051	0.611816	0.621416	0.630893	0.659125	0.678106	0.685973	0.693335	0.702255	0.720834	0.732282	0.774435	0.786434	0.812369	0.848242	0.863284	0.870452	0.87898	0.905753	0.917597	0.953901	0.975916	1.008096	1.028814	1.034505	1.051824	1.08296	1.101762	1.119657	1.121934	1.128372	1.130772	1.140219	1.145737	1.156629	1.159113	1.165451	1.193343	1.206772	1.213144	1.219593	1.241646	1.245089	1.250605	1.275079	1.284913	1.293624	1.312986	1.317672	1.319239	1.325153	1.325883	1.331885	1.33729	1.339248	1.340428	1.340538	1.341836	1.343439	1.345227	1.346996	1.347509	1.351423	1.356169	1.364095	1.403492	1.449206	1.465819	1.491946	1.726552	2.066806	2.266947	3.625285	4.439306	6.217268	13.453668	23.116777
2070	34	4.26E-05	0.00052856	0.00257528	0.01097504	0.015924	0.01858408	0.022784	0.0269084	0.02865896	0.0293016	0.03010916	0.03176596	0.03291724	0.03317044	0.0400156	0.063046	0.08921308	0.13243012	0.15086716	0.1577362	0.35160484	0.39583308	0.41222524	0.45972068	0.468581	0.50423848	0.58591304	0.59296956	0.6373962	0.652447	0.6716822	0.6786602	0.68585684	0.70059368	0.7375516	0.79885428	0.92437004	1.08726108	1.14202932	1.164246	1.2679036	1.32322928	1.33190904	1.33610872	1.343576	1.3608864	1.37288824	1.42109068	1.4493478	1.451073	1.46471952	1.46837544	1.47601584	1.49028104	1.4942742	1.5040762	1.50874044	1.51028916	1.5120312	1.5153248	1.52536296	1.53852808	1.54049056	1.54161712	1.5428128	1.54688336	1.55249904	1.55444128	1.55666348	1.559949	1.5619786	1.56926076	1.5799746	1.58107548	1.582431	1.59504368	1.62685336	1.6598142	1.69016044	1.6990392	1.73370032	1.8180194	1.94141036	1.96696484	2.0202758	2.04061004	2.04354692	2.0828896	2.18959824	2.2684826	2.31520764	2.33727264	2.34659904	2.3716708	2.6773324	4.0395358	5.8896302	6.95748028	8.30013228	12.554485
